competencia,bank_group,cnpj_root8,cnpj_fundo,denominacao,pl_brl,pl_brl_raw,pl_recovered_official,pl_display_suffix,pl_source_reference,observado,pl_reportado_zero,source_reference
2023-12,BTG,20403406,20403406000122,SG II A FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,497855591.48,497855591.48,False,,,True,False,FIDCs.xlsx#BTG!A23:D23
2023-12,BTG,49999307,49999307000137,ATIVOS ESTRATÉGICOS LOCAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,453184000.21,453184000.21,False,,,True,False,FIDCs.xlsx#BTG!A19:D19
2023-12,BTG,26570645,26570645000153,JC 4870 VI - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,415586938.89,415586938.89,False,,,True,False,FIDCs.xlsx#BTG!A31:D31
2023-12,BTG,23798073,23798073000176,JC PLÁSTICOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS - FIDC - NP,408185430.78,408185430.78,False,,,True,False,FIDCs.xlsx#BTG!A22:D22
2023-12,BTG,39863047,39863047000114,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DO SETOR ELÉTRICO - INVESTIMENTO EM COTAS,365907174.39,365907174.39,False,,,True,False,FIDCs.xlsx#BTG!A7:D7
2023-12,BTG,26471075,26471075000144,JC 4870 V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS - FIDC-NP,263791930.06,263791930.06,False,,,True,False,FIDCs.xlsx#BTG!A30:D30
2023-12,BTG,36335689,36335689000152,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SETOR PÚBLICO,191797514.16,191797514.16,False,,,True,False,FIDCs.xlsx#BTG!A28:D28
2023-12,BTG,47410134,47410134000144,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALTERNATIVE ASSETS IV - E,131637247.57,131637247.57,False,,,True,False,FIDCs.xlsx#BTG!A11:D11
2023-12,BTG,36335649,36335649000100,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SPECIAL SITUATIONS,126541553.9,126541553.9,False,,,True,False,FIDCs.xlsx#BTG!A27:D27
2023-12,BTG,43721713,43721713000157,BTG CONSÓRCIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS II,55089494.74,55089494.74,False,,,True,False,FIDCs.xlsx#BTG!A6:D6
2023-12,BTG,36669346,36669346000124,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS INSOLVÊNCIA,23444557.02,23444557.02,False,,,True,False,FIDCs.xlsx#BTG!A26:D26
2023-12,BTG,36335723,36335723000199,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS,1874585.9,1874585.9,False,,,True,False,FIDCs.xlsx#BTG!A25:D25
2023-12,BTG,43508561,,não observado,,,False,,,False,False,FIDCs.xlsx#BTG!A8:D8
2023-12,BTG,52049112,,não observado,,,False,,,False,False,FIDCs.xlsx#BTG!A14:D14
2023-12,BTG,54134587,,não observado,,,False,,,False,False,FIDCs.xlsx#BTG!A15:D15
2023-12,BTG,54871427,,não observado,,,False,,,False,False,FIDCs.xlsx#BTG!A16:D16
2023-12,BTG,55521594,,não observado,,,False,,,False,False,FIDCs.xlsx#BTG!A17:D17
2023-12,BTG,58328083,,não observado,,,False,,,False,False,FIDCs.xlsx#BTG!A18:D18
2023-12,BTG,62083078,,não observado,,,False,,,False,False,FIDCs.xlsx#BTG!A21:D21
2023-12,BTG,62084270,,não observado,,,False,,,False,False,FIDCs.xlsx#BTG!A20:D20
2023-12,BTG,64157536,,não observado,,,False,,,False,False,FIDCs.xlsx#BTG!A24:D24
2023-12,BTG,65473848,,não observado,,,False,,,False,False,FIDCs.xlsx#BTG!A29:D29
2023-12,BTG,66737102,,não observado,,,False,,,False,False,FIDCs.xlsx#BTG!A33:D33
2023-12,Bradesco,43489824,43489824000180,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMPLEMENTAR AUTO-FORD,640348623.1,640348623.1,False,,,True,False,FIDCs.xlsx#Bradesco!A2:C2
2023-12,Itau,29292312,29292312000106,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS NPL II,1649396718.53,1649396718.53,False,,,True,False,FIDCs.xlsx#Itau!A2:C2
2023-12,Itau,08417544,08417544000165,CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,927355966.97,927355966.97,False,,,True,False,FIDCs.xlsx#Itau!A4:C4
2023-12,Itau,50988212,50988212000105,CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS II-RESPONSABILIDADE LIMITADA,590956784.81,590956784.81,False,,,True,False,FIDCs.xlsx#Itau!A10:C10
2023-12,Itau,42085830,42085830000109,CLOUDWALK AKIRA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,516267886.12,516267886.12,False,,,True,False,FIDCs.xlsx#Itau!A5:C5
2023-12,Itau,26749095,26749095000134,PRAVALER CRÉDITO UNIVERSITÁRIO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADAL,266289799.32,266289799.32,False,,,True,False,FIDCs.xlsx#Itau!A3:C3
2023-12,Itau,45598747,45598747000121,SUMUP SOLO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILI,213499724.89,213499724.89,False,,,True,False,FIDCs.xlsx#Itau!A7:C7
2023-12,Itau,44395252,44395252000132,B2CYCLE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,97179583.05,97179583.05,False,,,True,False,FIDCs.xlsx#Itau!A6:C6
2023-12,Itau,48967719,48967719000122,SOULPAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,52155696.34,52155696.34,False,,,True,False,FIDCs.xlsx#Itau!A8:C8
2023-12,Itau,48997793,48997793000191,IA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,49740872.87,49740872.87,False,,,True,False,FIDCs.xlsx#Itau!A9:C9
2023-12,Itau,52271464,52271464000136,KIWIFY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE,71134.6,71134.6,False,,,True,False,FIDCs.xlsx#Itau!A14:C14
2023-12,Itau,54178902,,não observado,,,False,,,False,False,FIDCs.xlsx#Itau!A11:C11
2023-12,Itau,55983705,,não observado,,,False,,,False,False,FIDCs.xlsx#Itau!A13:C13
2023-12,Itau,57270666,,não observado,,,False,,,False,False,FIDCs.xlsx#Itau!A12:C12
2023-12,Itau,61285603,,não observado,,,False,,,False,False,FIDCs.xlsx#Itau!A15:C15
2023-12,Itau,62092802,,não observado,,,False,,,False,False,FIDCs.xlsx#Itau!A17:C17
2023-12,Itau,62626887,,não observado,,,False,,,False,False,FIDCs.xlsx#Itau!A18:C18
2023-12,Itau,62837773,,não observado,,,False,,,False,False,FIDCs.xlsx#Itau!A16:C16
2023-12,Itau,63693909,,não observado,,,False,,,False,False,FIDCs.xlsx#Itau!A20:C20
2023-12,Itau,63700113,,não observado,,,False,,,False,False,FIDCs.xlsx#Itau!A19:C19
2023-12,Santander,26405883,26405883000103,FIDC MULTISEGMENTOS NPL IPANEMA VI RESPONSABILIDADE LIMITADA,2537413411.73,2537413411.73,False,,,True,False,FIDCs.xlsx#Santander!A3:C3
2023-12,Santander,21126275,21126275000146,VENDA DE VEÍCULOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2086300524.19,2086300524.19,False,,,True,False,FIDCs.xlsx#Santander!A4:C4
2023-12,Santander,47228232,47228232000165,AGRO FLEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2063362305.43,2063362305.43,False,,,True,False,FIDCs.xlsx#Santander!A7:C7
2023-12,Santander,40132424,40132424000124,SAINTE JULIE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESP LIMITADA,1626767652.39,1626767652.39,False,,,True,False,FIDCs.xlsx#Santander!A6:C6
2023-12,Santander,26405874,26405874000112,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ATACADO RESPONSABILIDADE LIMITADA,872567204.9,872567204.9,False,,,True,False,FIDCs.xlsx#Santander!A2:C2
2023-12,Santander,46450551,46450551000158,D365 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,98099343.92,98099343.92,False,,,True,False,FIDCs.xlsx#Santander!A8:C8
2023-12,Santander,52115758,52115758000179,PRECATO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,46722417.04,46722417.04,False,,,True,False,FIDCs.xlsx#Santander!A10:C10
2023-12,Santander,38612809,38612809000147,GETNET FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,9358529.15,9358529.15,False,,,True,False,FIDCs.xlsx#Santander!A5:C5
2023-12,Santander,51326602,51326602000174,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TELLUS RESPONSABILIDADE LIMITADA,527527.95,527527.95,False,,,True,False,FIDCs.xlsx#Santander!A9:C9
2023-12,Santander,52651831,,não observado,,,False,,,False,False,FIDCs.xlsx#Santander!A11:C11
2023-12,Santander,58238773,,não observado,,,False,,,False,False,FIDCs.xlsx#Santander!A12:C12
2023-12,Santander,65411764,,não observado,,,False,,,False,False,FIDCs.xlsx#Santander!A13:C13
2024-12,BB,65534981,,não observado,,,False,,,False,False,FIDCs.xlsx#BB!A2:D2
2024-12,BTG,50906397,50906397000153,BTG PACTUAL CONSIGNADOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,8246890632.0,8246890632.0,False,,,True,False,FIDCs.xlsx#BTG!A12:D12
2024-12,BTG,52242420,52242420000188,BTG PACTUAL CONSIGNADOS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,7929802666.97,7929802666.97,False,,,True,False,FIDCs.xlsx#BTG!A13:D13
2024-12,BTG,24194675,24194675000187,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALTERNATIVE ASSETS I RESPONSABILIDADE LIMITADA,3860457900.97,3860457900.97,False,,,True,False,FIDCs.xlsx#BTG!A5:D5
2024-12,BTG,29225241,29225241000110,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALTERNATIVE ASSETS III RESPONSABILIDADE LIMITADA,2956009325.04,2956009325.04,False,,,True,False,FIDCs.xlsx#BTG!A4:D4
2024-12,BTG,40750266,40750266000176,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MT I RECEIVABLES RESPONSABILIDADE LIMITADA,2365226990.71,2365226990.71,False,,,True,False,FIDCs.xlsx#BTG!A10:D10
2024-12,BTG,23954863,23954863000101,JC 4870 IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS - FIDC-NP,1554722497.93,1554722497.93,False,,,True,False,FIDCs.xlsx#BTG!A32:D32
2024-12,BTG,40752367,40752367000186,MT INSS RECEIVABLES II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,1119127548.47,1119127548.47,False,,,True,False,FIDCs.xlsx#BTG!A9:D9
2024-12,BTG,32774233,32774233000138,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PRECATÓRIOS BRASIL,830293571.0,830293571.0,False,,,True,False,FIDCs.xlsx#BTG!A3:D3
2024-12,BTG,36672404,36672404000179,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITOS NÃO PADRONIZADOS I RESPONSABILIDADE LIMITADA,821283510.77,821283510.77,False,,,True,False,FIDCs.xlsx#BTG!A2:D2
2024-12,BTG,20403406,20403406000122,SG II A FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,547907246.67,547907246.67,False,,,True,False,FIDCs.xlsx#BTG!A23:D23
2024-12,BTG,23798073,23798073000176,JC PLÁSTICOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS - FIDC - NP,533598022.0,533598022.0,False,,,True,False,FIDCs.xlsx#BTG!A22:D22
2024-12,BTG,49999307,49999307000137,ATIVOS ESTRATÉGICOS LOCAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,526875899.26,526875899.26,False,,,True,False,FIDCs.xlsx#BTG!A19:D19
2024-12,BTG,26570645,26570645000153,JC 4870 VI - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,407177432.16,407177432.16,False,,,True,False,FIDCs.xlsx#BTG!A31:D31
2024-12,BTG,39863047,39863047000114,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DO SETOR ELÉTRICO - INVESTIMENTO EM COTAS,375162094.78,375162094.78,False,,,True,False,FIDCs.xlsx#BTG!A7:D7
2024-12,BTG,58328083,58328083000122,PLGN AUTO LOANS I FEEDER FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,332430745.85,332430745.85,False,,,True,False,FIDCs.xlsx#BTG!A18:D18
2024-12,BTG,26471075,26471075000144,JC 4870 V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS - FIDC-NP,296619097.26,296619097.26,False,,,True,False,FIDCs.xlsx#BTG!A30:D30
2024-12,BTG,54871427,54871427000194,CONSIGNADO DELTA RECEIVABLES I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,206959284.5,206959284.5,False,,,True,False,FIDCs.xlsx#BTG!A16:D16
2024-12,BTG,36335689,36335689000152,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SETOR PÚBLICO,206139202.14,206139202.14,False,,,True,False,FIDCs.xlsx#BTG!A28:D28
2024-12,BTG,36335649,36335649000100,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SPECIAL SITUATIONS,133209620.81,133209620.81,False,,,True,False,FIDCs.xlsx#BTG!A27:D27
2024-12,BTG,43721713,43721713000157,BTG CONSÓRCIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS II,99868782.02,99868782.02,False,,,True,False,FIDCs.xlsx#BTG!A6:D6
2024-12,BTG,52049112,52049112000130,KATETO INVESTIMENTO PRECATÓRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,85905311.09,85905311.09,False,,,True,False,FIDCs.xlsx#BTG!A14:D14
2024-12,BTG,55521594,55521594000178,BTG EMPRESAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,67041153.18,67041153.18,False,,,True,False,FIDCs.xlsx#BTG!A17:D17
2024-12,BTG,47410134,47410134000144,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALTERNATIVE ASSETS IV - E,66938426.15,66938426.15,False,,,True,False,FIDCs.xlsx#BTG!A11:D11
2024-12,BTG,54134587,54134587000150,KATETO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,53732512.75,53732512.75,False,,,True,False,FIDCs.xlsx#BTG!A15:D15
2024-12,BTG,36669346,36669346000124,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS INSOLVÊNCIA,23204354.72,23204354.72,False,,,True,False,FIDCs.xlsx#BTG!A26:D26
2024-12,BTG,36335723,36335723000199,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS,909280.07,909280.07,False,,,True,False,FIDCs.xlsx#BTG!A25:D25
2024-12,BTG,43508561,,não observado,,,False,,,False,False,FIDCs.xlsx#BTG!A8:D8
2024-12,BTG,62083078,,não observado,,,False,,,False,False,FIDCs.xlsx#BTG!A21:D21
2024-12,BTG,62084270,,não observado,,,False,,,False,False,FIDCs.xlsx#BTG!A20:D20
2024-12,BTG,64157536,,não observado,,,False,,,False,False,FIDCs.xlsx#BTG!A24:D24
2024-12,BTG,65473848,,não observado,,,False,,,False,False,FIDCs.xlsx#BTG!A29:D29
2024-12,BTG,66737102,,não observado,,,False,,,False,False,FIDCs.xlsx#BTG!A33:D33
2024-12,Bradesco,43489824,43489824000180,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMPLEMENTAR AUTO-FORD,1119495974.52,1119495974.52,False,,,True,False,FIDCs.xlsx#Bradesco!A2:C2
2024-12,Itau,29292312,29292312000106,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS NPL II,1456553556.92,1456553556.92,False,,,True,False,FIDCs.xlsx#Itau!A2:C2
2024-12,Itau,08417544,08417544000165,CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,1263585733.22,1263585733.22,False,,,True,False,FIDCs.xlsx#Itau!A4:C4
2024-12,Itau,42085830,42085830000109,CLOUDWALK AKIRA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,516414889.23,516414889.23,False,,,True,False,FIDCs.xlsx#Itau!A5:C5
2024-12,Itau,50988212,50988212000105,CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS II-RESPONSABILIDADE LIMITADA,402582669.09,402582669.09,False,,,True,False,FIDCs.xlsx#Itau!A10:C10
2024-12,Itau,26749095,26749095000134,PRAVALER CRÉDITO UNIVERSITÁRIO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADAL,379765643.55,379765643.55,False,,,True,False,FIDCs.xlsx#Itau!A3:C3
2024-12,Itau,45598747,45598747000121,SUMUP SOLO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILI,184233554.3,184233554.3,False,,,True,False,FIDCs.xlsx#Itau!A7:C7
2024-12,Itau,48997793,48997793000191,IA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,161696395.14,161696395.14,False,,,True,False,FIDCs.xlsx#Itau!A9:C9
2024-12,Itau,54178902,54178902000141,TANGERINA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,159203465.89,159203465.89,False,,,True,False,FIDCs.xlsx#Itau!A11:C11
2024-12,Itau,55983705,55983705000168,PRAVALER CRÉDITO UNIVERSITÁRIO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA,145593451.06,145593451.06,False,,,True,False,FIDCs.xlsx#Itau!A13:C13
2024-12,Itau,44395252,44395252000132,B2CYCLE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,138695144.36,138695144.36,False,,,True,False,FIDCs.xlsx#Itau!A6:C6
2024-12,Itau,52271464,52271464000136,KIWIFY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE,56352809.47,56352809.47,False,,,True,False,FIDCs.xlsx#Itau!A14:C14
2024-12,Itau,48967719,48967719000122,SOULPAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54793800.54,54793800.54,False,,,True,False,FIDCs.xlsx#Itau!A8:C8
2024-12,Itau,57270666,57270666000187,MOBILITAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,50377881.24,50377881.24,False,,,True,False,FIDCs.xlsx#Itau!A12:C12
2024-12,Itau,61285603,,não observado,,,False,,,False,False,FIDCs.xlsx#Itau!A15:C15
2024-12,Itau,62092802,,não observado,,,False,,,False,False,FIDCs.xlsx#Itau!A17:C17
2024-12,Itau,62626887,,não observado,,,False,,,False,False,FIDCs.xlsx#Itau!A18:C18
2024-12,Itau,62837773,,não observado,,,False,,,False,False,FIDCs.xlsx#Itau!A16:C16
2024-12,Itau,63693909,,não observado,,,False,,,False,False,FIDCs.xlsx#Itau!A20:C20
2024-12,Itau,63700113,,não observado,,,False,,,False,False,FIDCs.xlsx#Itau!A19:C19
2024-12,Santander,47228232,47228232000165,AGRO FLEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2655847030.21,2655847030.21,False,,,True,False,FIDCs.xlsx#Santander!A7:C7
2024-12,Santander,21126275,21126275000146,VENDA DE VEÍCULOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2427114643.75,2427114643.75,False,,,True,False,FIDCs.xlsx#Santander!A4:C4
2024-12,Santander,26405883,26405883000103,FIDC MULTISEGMENTOS NPL IPANEMA VI RESPONSABILIDADE LIMITADA,2368565905.96,2368565905.96,False,,,True,False,FIDCs.xlsx#Santander!A3:C3
2024-12,Santander,52651831,52651831000127,HYUNDAI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2168402362.39,2168402362.39,False,,,True,False,FIDCs.xlsx#Santander!A11:C11
2024-12,Santander,46450551,46450551000158,D365 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,1584469621.08,1584469621.08,False,,,True,False,FIDCs.xlsx#Santander!A8:C8
2024-12,Santander,40132424,40132424000124,SAINTE JULIE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESP LIMITADA,1463284266.66,1463284266.66,False,,,True,False,FIDCs.xlsx#Santander!A6:C6
2024-12,Santander,26405874,26405874000112,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ATACADO RESPONSABILIDADE LIMITADA,994291234.24,994291234.24,False,,,True,False,FIDCs.xlsx#Santander!A2:C2
2024-12,Santander,52115758,52115758000179,PRECATO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,172686761.81,172686761.81,False,,,True,False,FIDCs.xlsx#Santander!A10:C10
2024-12,Santander,38612809,38612809000147,GETNET FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,26577997.92,26577997.92,False,,,True,False,FIDCs.xlsx#Santander!A5:C5
2024-12,Santander,51326602,51326602000174,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TELLUS RESPONSABILIDADE LIMITADA,618949.98,618949.98,False,,,True,False,FIDCs.xlsx#Santander!A9:C9
2024-12,Santander,58238773,58238773000190,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONRETORNO - RESPONSABILIDADE LIMITADA,490899.5,490899.5,False,,,True,False,FIDCs.xlsx#Santander!A12:C12
2024-12,Santander,65411764,,não observado,,,False,,,False,False,FIDCs.xlsx#Santander!A13:C13
2025-12,BB,65534981,,não observado,,,False,,,False,False,FIDCs.xlsx#BB!A2:D2
2025-12,BTG,52242420,52242420000188,BTG PACTUAL CONSIGNADOS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,9054829875.58,9054829875.58,False,,,True,False,FIDCs.xlsx#BTG!A13:D13
2025-12,BTG,50906397,50906397000153,BTG PACTUAL CONSIGNADOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,7918754073.0,0.0,True,*,Fundos.NET IME v2 id 1100733 (ref. 12/2025; valor recuperado) | Fundos.NET DF auditada id 1150673 p. 6 (31/12/2025),True,True,FIDCs.xlsx#BTG!A12:D12 | Fundos.NET IME v2 id 1100733 (ref. 12/2025; valor recuperado) | Fundos.NET DF auditada id 1150673 p. 6 (31/12/2025)
2025-12,BTG,29225241,29225241000110,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALTERNATIVE ASSETS III RESPONSABILIDADE LIMITADA,2986601196.21,2986601196.21,False,,,True,False,FIDCs.xlsx#BTG!A4:D4
2025-12,BTG,24194675,24194675000187,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALTERNATIVE ASSETS I RESPONSABILIDADE LIMITADA,2772094881.07,2772094881.07,False,,,True,False,FIDCs.xlsx#BTG!A5:D5
2025-12,BTG,23954863,23954863000101,JC 4870 IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS - FIDC-NP,2421813713.29,2421813713.29,False,,,True,False,FIDCs.xlsx#BTG!A32:D32
2025-12,BTG,40750266,40750266000176,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MT I RECEIVABLES RESPONSABILIDADE LIMITADA,2101064602.74,2101064602.74,False,,,True,False,FIDCs.xlsx#BTG!A10:D10
2025-12,BTG,32774233,32774233000138,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PRECATÓRIOS BRASIL,1072541992.89,1072541992.89,False,,,True,False,FIDCs.xlsx#BTG!A3:D3
